156	1.58
156	1.32
156	1.3
155	1.29
154	1.28
153	1.28
153	1.27
152	1.27
152	1.26
151	1.26
151	1.25
150	1.24
149	1.24
150	1.24
150	1.23
149	1.24
148	1.24
147	1.24
146	1.24
146	1.25
145	1.25
145	1.26
144	1.26
144	1.26
143	1.26
143	1.27
143	1.131
142	1.262
142	1.276
142	1.284
142	1.293
142	1.288
142	1.286
141	1.292
141	1.301
141	1.31
141	1.316
141	1.321
141	1.322
141	1.323
141	1.322
141	1.327
140	1.336
140	1.343
140	1.35
140	1.358
140	1.368
140	1.376
140	1.377
139	1.377
139	1.368
138	1.368
137	1.365
136	1.363
136	1.364
135	1.368
135	1.376
135	1.385
135	1.392
135	1.398
135	1.405
134	1.408
134	1.405
133	1.416
133	1.425
133	1.429
133	1.433
133	1.438
132	1.439
132	1.437
132	1.429
132	1.422
131	1.42
131	1.422
131	1.428
131	1.434
131	1.442
130	1.446
130	1.436
130	1.435
130	1.442
130	1.455
130	1.471
129	1.483
129	1.489
129	1.505
129	1.515
129	1.512
128	1.5
128	1.492
128	1.491
128	1.496
128	1.503
128	1.512
127	1.517
127	1.521
127	1.536
127	1.544
127	1.55
127	1.565
126	1.561
126	1.555
126	1.571
126	1.613
126	1.622
126	1.609
126	1.605
125	1.605
125	1.598
125	1.598
125	1.589
125	1.586
125	1.585
125	1.587
125	1.589
125	1.591
124	1.595
124	1.597
124	1.6
124	1.604
123	1.607
123	1.612
123	1.618
123	1.625
123	1.629
123	1.626
123	1.627
122	1.63
122	1.636
122	1.644
122	1.648
121	1.651
121	1.652
121	1.649
121	1.647
121	1.648
121	1.65
121	1.652
121	1.654
120	1.656
120	1.658
120	1.66
120	1.664
120	1.667
120	1.672
120	1.681
119	1.687
119	1.691
119	1.69
119	1.695
119	1.699
119	1.703
119	1.706
118	1.711
118	1.716
118	1.725
118	1.73
118	1.733
118	1.735
117	1.742
117	1.747
117	1.753
117	1.757
117	1.762
117	1.76
117	1.766
117	1.779
117	1.794
116	1.801
116	1.805
116	1.808
116	1.811
116	1.812
116	1.804
116	1.795
116	1.793
116	1.798
115	1.813
115	1.808
115	1.796
115	1.794
115	1.797
115	1.8
115	1.801
114	1.803
114	1.805
114	1.796
114	1.786
113	1.777
113	1.774
113	1.777
113	1.784
113	1.795
113	1.802
113	1.812
113	1.816
112	1.814
112	1.815
112	1.809
112	1.8
111	1.797
111	1.795
111	1.792
111	1.789
111	1.79
111	1.792
111	1.795
110	1.798
110	1.794
110	1.786
110	1.783
110	1.781
110	1.774
109	1.77
109	1.768
109	1.771
109	1.773
109	1.774
109	1.777
109	1.779
108	1.774
108	1.768
108	1.767
108	1.768
107	1.769
107	1.771
107	1.772
107	1.771
107	1.772
107	1.773
107	1.774
106	1.772
106	1.769
106	1.77
106	1.772
106	1.773
105	1.774
105	1.776
105	1.777
105	1.776
105	1.78
105	1.782
105	1.785
105	1.786
105	1.79
104	1.794
104	1.785
104	1.779
103	1.775
103	1.769
103	1.761
103	1.755
103	1.749
103	1.747
103	1.748
103	1.747
103	1.744
102	1.741
102	1.74
102	1.738
101	1.737
101	1.739
101	1.74
101	1.739
101	1.738
100	1.738
100	1.739
100	1.738
100	1.737
99	1.736
99	1.735
99	1.736
98	1.736
97	1.737
96	1.74
95	1.741
94	1.735
93	1.72
92	1.707
91	1.707
90	1.708
89	1.704
88	1.678
87	1.672
86	1.66
85	1.657
84	1.645
83	1.634
82	1.643
81	1.645
80	1.649
79	1.625
78	1.638
77	1.632
76	1.608
75	1.606
74	1.55
73	1.585
72	1.558
71	1.633
70	1.745
69	1.522
68	1.487
67	1.487
66	1.477
65	1.479
64	1.505
63	1.505
