Crystal angle	Rate at 35kV
theta/°	R(35kV)/Imp/s

6.000	441.000
6.500	296.000
7.000	151.000
8.000	95.000
9.000	97.000
10.000	119.000
11.000	142.000
12.000	156.000
13.000	145.000
14.000	131.000
15.000	122.000
16.000	119.000
17.000	115.000
18.000	116.000
19.000	114.000
20.000	693.000
21.000	243.000
22.000	328.000
23.000	241.000
24.000	119.000
25.000	92.000
